Output format is csv.
o_orderkey,o_orderpriority
3504902,1-URGENT
3504903,5-LOW
3504928,5-LOW
3504929,2-HIGH
3504931,3-MEDIUM
3504932,1-URGENT
3504933,1-URGENT
3504935,4-NOT SPECIFIED
3504962,1-URGENT
3504963,4-NOT SPECIFIED
3504964,2-HIGH
3504992,1-URGENT
3504993,5-LOW
3504994,5-LOW
3504995,1-URGENT
3504997,3-MEDIUM
3504998,3-MEDIUM
3504999,3-MEDIUM
3505024,4-NOT SPECIFIED
3505028,3-MEDIUM
3505030,5-LOW
3505031,1-URGENT
3505058,1-URGENT
3505059,1-URGENT
3505061,1-URGENT
3505063,1-URGENT
3505090,5-LOW
3505091,2-HIGH
3505093,5-LOW
3505094,3-MEDIUM
3505095,5-LOW
3505120,3-MEDIUM
3505153,5-LOW
3505157,2-HIGH
3505158,5-LOW
3505184,4-NOT SPECIFIED
3505186,1-URGENT
3505187,4-NOT SPECIFIED
3505188,4-NOT SPECIFIED
3505189,1-URGENT
3505190,1-URGENT
3505191,4-NOT SPECIFIED
3505218,1-URGENT
3505219,1-URGENT
3505220,5-LOW
3505221,1-URGENT
3505222,1-URGENT
3505223,2-HIGH
3505251,1-URGENT
3505252,2-HIGH
3505253,2-HIGH
3505280,2-HIGH
3505282,4-NOT SPECIFIED
3505286,1-URGENT
3505314,1-URGENT
3505315,3-MEDIUM
3505316,3-MEDIUM
3505317,2-HIGH
3505319,3-MEDIUM
3505345,3-MEDIUM
3505348,1-URGENT
3505349,4-NOT SPECIFIED
3505350,2-HIGH
3505351,4-NOT SPECIFIED
3505376,1-URGENT
3505377,4-NOT SPECIFIED
3505381,1-URGENT
3505383,3-MEDIUM
3505409,4-NOT SPECIFIED
3505410,1-URGENT
3505412,1-URGENT
3505413,4-NOT SPECIFIED
3505415,1-URGENT
3505440,1-URGENT
3505441,1-URGENT
3505442,2-HIGH
3505443,1-URGENT
3505446,5-LOW
3505472,5-LOW
3505475,1-URGENT
3505477,1-URGENT
3505478,2-HIGH
3505479,1-URGENT
3505504,1-URGENT
3505505,4-NOT SPECIFIED
3505506,1-URGENT
3505507,1-URGENT
3505510,2-HIGH
3505511,3-MEDIUM
3505536,1-URGENT
3505538,1-URGENT
3505539,4-NOT SPECIFIED
3505568,1-URGENT
3505569,3-MEDIUM
3505570,2-HIGH
3505571,5-LOW
3505573,3-MEDIUM
3505575,3-MEDIUM
3505601,1-URGENT
3505606,1-URGENT
3505632,4-NOT SPECIFIED
3505634,1-URGENT
3505635,2-HIGH
3505636,1-URGENT
3505637,5-LOW
3505638,2-HIGH
3505639,1-URGENT
3505667,3-MEDIUM
3505668,2-HIGH
3505669,3-MEDIUM
3505670,2-HIGH
3505696,4-NOT SPECIFIED
3505697,2-HIGH
3505699,3-MEDIUM
3505701,5-LOW
3505702,3-MEDIUM
3505703,2-HIGH
3505728,1-URGENT
3505729,4-NOT SPECIFIED
3505730,5-LOW
3505733,2-HIGH
3505734,3-MEDIUM
3505735,3-MEDIUM
3505760,1-URGENT
3505762,4-NOT SPECIFIED
3505763,2-HIGH
3505764,4-NOT SPECIFIED
3505765,1-URGENT
3505792,1-URGENT
3505795,1-URGENT
3505796,1-URGENT
3505797,4-NOT SPECIFIED
3505798,5-LOW
3505827,5-LOW
3505828,1-URGENT
3505829,1-URGENT
3505830,3-MEDIUM
3505831,1-URGENT
3505857,5-LOW
3505858,2-HIGH
3505861,3-MEDIUM
3505891,2-HIGH
3505892,2-HIGH
3505893,3-MEDIUM
3505894,5-LOW
3505895,4-NOT SPECIFIED
3505921,4-NOT SPECIFIED
3505924,1-URGENT
3505927,5-LOW
3505953,1-URGENT
3505956,1-URGENT
3505957,3-MEDIUM
3505958,1-URGENT
3505984,4-NOT SPECIFIED
3505985,1-URGENT
3505990,1-URGENT
3505991,2-HIGH
3506016,5-LOW
3506017,3-MEDIUM
3506019,1-URGENT
3506023,4-NOT SPECIFIED
3506051,4-NOT SPECIFIED
3506053,5-LOW
3506055,4-NOT SPECIFIED
3506080,3-MEDIUM
3506081,3-MEDIUM
3506082,5-LOW
3506083,1-URGENT
3506086,1-URGENT
3506087,5-LOW
3506113,1-URGENT
3506115,5-LOW
3506117,1-URGENT
3506144,1-URGENT
3506148,3-MEDIUM
3506149,5-LOW
3506151,5-LOW
3506176,1-URGENT
3506177,4-NOT SPECIFIED
3506180,2-HIGH
3506182,1-URGENT
3506208,2-HIGH
3506211,1-URGENT
3506212,3-MEDIUM
3506240,1-URGENT
3506242,4-NOT SPECIFIED
3506243,5-LOW
3506246,4-NOT SPECIFIED
3506247,1-URGENT
3506273,3-MEDIUM
3506276,1-URGENT
3506277,3-MEDIUM
3506278,4-NOT SPECIFIED
3506279,2-HIGH
3506305,1-URGENT
3506306,5-LOW
3506307,2-HIGH
3506308,2-HIGH
3506309,1-URGENT
3506310,2-HIGH
3506311,1-URGENT
3506336,3-MEDIUM
3506337,3-MEDIUM
3506338,1-URGENT
3506339,1-URGENT
3506340,1-URGENT
3506341,3-MEDIUM
3506343,3-MEDIUM
3506369,5-LOW
3506371,1-URGENT
3506372,1-URGENT
3506373,1-URGENT
3506375,1-URGENT
3506400,2-HIGH
3506401,1-URGENT
3506403,1-URGENT
3506405,5-LOW
3506406,5-LOW
3506407,4-NOT SPECIFIED
3506432,1-URGENT
3506436,3-MEDIUM
3506437,3-MEDIUM
3506438,2-HIGH
3506439,1-URGENT
3506465,1-URGENT
3506467,5-LOW
3506468,2-HIGH
3506470,5-LOW
3506471,5-LOW
3506497,5-LOW
3506498,2-HIGH
3506499,1-URGENT
3506501,2-HIGH
3506502,3-MEDIUM
3506503,3-MEDIUM
3506529,1-URGENT
3506530,5-LOW
3506531,3-MEDIUM
3506532,4-NOT SPECIFIED
3506533,1-URGENT
3506535,2-HIGH
3506562,5-LOW
3506564,1-URGENT
3506566,1-URGENT
3506567,1-URGENT
3506595,1-URGENT
3506596,3-MEDIUM
3506597,3-MEDIUM
3506599,1-URGENT
3506624,5-LOW
3506625,1-URGENT
3506626,4-NOT SPECIFIED
3506627,2-HIGH
3506628,5-LOW
3506629,3-MEDIUM
3506630,4-NOT SPECIFIED
3506631,2-HIGH
3506657,5-LOW
3506658,4-NOT SPECIFIED
3506659,2-HIGH
3506660,1-URGENT
3506662,5-LOW
3506663,1-URGENT
3506689,1-URGENT
3506690,1-URGENT
3506691,1-URGENT
3506692,2-HIGH
3506693,5-LOW
3506695,1-URGENT
3506720,3-MEDIUM
3506721,2-HIGH
3506722,4-NOT SPECIFIED
3506724,4-NOT SPECIFIED
3506725,3-MEDIUM
3506726,1-URGENT
3506753,3-MEDIUM
3506754,2-HIGH
3506755,1-URGENT
3506756,3-MEDIUM
3506759,2-HIGH
3506784,4-NOT SPECIFIED
3506785,4-NOT SPECIFIED
3506788,5-LOW
3506789,1-URGENT
3506790,5-LOW
3506791,3-MEDIUM
3506817,1-URGENT
3506818,3-MEDIUM
3506819,3-MEDIUM
3506820,4-NOT SPECIFIED
3506822,5-LOW
3506823,5-LOW
3506848,1-URGENT
3506850,2-HIGH
3506851,1-URGENT
3506852,1-URGENT
3506855,2-HIGH
3506880,1-URGENT
3506882,4-NOT SPECIFIED
3506884,3-MEDIUM
3506885,2-HIGH
3506886,1-URGENT
3506914,2-HIGH
3506916,2-HIGH
3506919,5-LOW
3506944,3-MEDIUM
3506946,5-LOW
3506947,2-HIGH
3506948,5-LOW
3506976,2-HIGH
3506977,1-URGENT
3506978,5-LOW
3506983,1-URGENT
3507009,1-URGENT
3507010,2-HIGH
3507011,1-URGENT
3507012,4-NOT SPECIFIED
3507013,3-MEDIUM
3507014,5-LOW
3507042,1-URGENT
3507044,2-HIGH
3507045,2-HIGH
3507073,1-URGENT
3507074,2-HIGH
3507076,1-URGENT
3507077,1-URGENT
3507105,4-NOT SPECIFIED
3507106,2-HIGH
3507108,5-LOW
3507111,1-URGENT
3507136,5-LOW
3507137,4-NOT SPECIFIED
3507138,5-LOW
3507139,1-URGENT
3507140,4-NOT SPECIFIED
3507143,1-URGENT
3507168,4-NOT SPECIFIED
3507169,5-LOW
3507172,4-NOT SPECIFIED
3507174,4-NOT SPECIFIED
3507200,2-HIGH
3507201,5-LOW
3507204,4-NOT SPECIFIED
3507205,4-NOT SPECIFIED
3507206,5-LOW
3507207,2-HIGH
3507232,1-URGENT
3507235,5-LOW
3507236,1-URGENT
3507237,3-MEDIUM
3507238,1-URGENT
3507239,3-MEDIUM
3507264,1-URGENT
3507265,3-MEDIUM
3507266,4-NOT SPECIFIED
3507270,1-URGENT
3507296,2-HIGH
3507298,1-URGENT
3507299,3-MEDIUM
3507328,4-NOT SPECIFIED
3507332,1-URGENT
3507333,1-URGENT
3507335,3-MEDIUM
3507360,1-URGENT
3507361,3-MEDIUM
3507362,4-NOT SPECIFIED
3507363,5-LOW
3507364,1-URGENT
3507366,3-MEDIUM
3507394,4-NOT SPECIFIED
3507395,2-HIGH
3507397,4-NOT SPECIFIED
3507399,3-MEDIUM
3507425,1-URGENT
3507426,1-URGENT
3507428,3-MEDIUM
3507456,1-URGENT
3507457,1-URGENT
3507458,1-URGENT
3507459,4-NOT SPECIFIED
3507460,2-HIGH
3507461,2-HIGH
3507462,3-MEDIUM
3507463,2-HIGH
3507488,1-URGENT
3507489,2-HIGH
3507490,1-URGENT
3507491,4-NOT SPECIFIED
3507492,1-URGENT
3507493,1-URGENT
3507494,5-LOW
3507522,3-MEDIUM
3507523,5-LOW
3507525,4-NOT SPECIFIED
3507526,2-HIGH
3507527,5-LOW
3507553,1-URGENT
3507554,5-LOW
3507557,3-MEDIUM
3507559,3-MEDIUM
3507584,1-URGENT
3507586,3-MEDIUM
3507588,1-URGENT
3507589,2-HIGH
3507616,1-URGENT
3507617,4-NOT SPECIFIED
3507618,5-LOW
3507619,3-MEDIUM
3507621,3-MEDIUM
3507622,3-MEDIUM
3507623,1-URGENT
3507650,2-HIGH
3507651,2-HIGH
3507653,4-NOT SPECIFIED
3507654,2-HIGH
3507655,5-LOW
3507680,4-NOT SPECIFIED
3507681,4-NOT SPECIFIED
3507682,1-URGENT
3507683,1-URGENT
3507685,1-URGENT
3507687,4-NOT SPECIFIED
3507712,1-URGENT
3507713,1-URGENT
3507714,4-NOT SPECIFIED
3507716,1-URGENT
3507717,3-MEDIUM
3507719,1-URGENT
3507744,4-NOT SPECIFIED
3507747,2-HIGH
3507748,1-URGENT
3507776,2-HIGH
3507778,1-URGENT
3507779,1-URGENT
3507781,3-MEDIUM
3507782,4-NOT SPECIFIED
3507808,5-LOW
3507809,1-URGENT
3507810,1-URGENT
3507811,1-URGENT
3507814,4-NOT SPECIFIED
3507843,1-URGENT
3507845,5-LOW
3507872,5-LOW
3507873,4-NOT SPECIFIED
3507874,5-LOW
3507876,3-MEDIUM
3507879,1-URGENT
3507905,2-HIGH
3507906,3-MEDIUM
3507908,4-NOT SPECIFIED
3507909,5-LOW
3507910,1-URGENT
3507911,5-LOW
3507936,1-URGENT
3507937,3-MEDIUM
3507938,3-MEDIUM
3507940,1-URGENT
3507941,1-URGENT
3507943,1-URGENT
3507969,2-HIGH
3507970,3-MEDIUM
3507971,5-LOW
3507972,2-HIGH
3508001,3-MEDIUM
3508002,3-MEDIUM
3508003,5-LOW
3508005,5-LOW
3508006,2-HIGH
3508007,2-HIGH
3508032,2-HIGH
3508033,3-MEDIUM
3508034,1-URGENT
3508035,2-HIGH
3508036,2-HIGH
3508037,3-MEDIUM
3508038,1-URGENT
3508039,4-NOT SPECIFIED
3508066,3-MEDIUM
3508067,1-URGENT
3508068,5-LOW
3508069,1-URGENT
3508070,3-MEDIUM
3508071,3-MEDIUM
3508096,2-HIGH
3508097,4-NOT SPECIFIED
3508099,5-LOW
3508100,3-MEDIUM
3508101,1-URGENT
3508129,1-URGENT
3508131,2-HIGH
3508134,1-URGENT
3508160,4-NOT SPECIFIED
3508161,5-LOW
3508164,3-MEDIUM
3508165,2-HIGH
3508167,2-HIGH
3508192,1-URGENT
3508193,3-MEDIUM
3508194,1-URGENT
3508195,5-LOW
3508196,3-MEDIUM
3508197,2-HIGH
3508199,3-MEDIUM
3508224,1-URGENT
3508225,1-URGENT
3508226,2-HIGH
3508227,5-LOW
3508229,1-URGENT
3508230,5-LOW
3508231,1-URGENT
3508257,5-LOW
3508258,1-URGENT
3508259,2-HIGH
3508261,4-NOT SPECIFIED
3508262,5-LOW
3508288,3-MEDIUM
3508289,4-NOT SPECIFIED
3508290,4-NOT SPECIFIED
3508291,1-URGENT
3508292,1-URGENT
3508321,1-URGENT
3508324,1-URGENT
3508325,1-URGENT
3508326,2-HIGH
3508327,1-URGENT
3508352,3-MEDIUM
3508353,5-LOW
3508356,2-HIGH
3508358,3-MEDIUM
3508384,2-HIGH
3508385,4-NOT SPECIFIED
3508387,1-URGENT
3508388,5-LOW
3508389,2-HIGH
3508416,2-HIGH
3508419,2-HIGH
3508422,5-LOW
3508448,5-LOW
3508451,1-URGENT
3508452,3-MEDIUM
3508453,2-HIGH
3508454,1-URGENT
3508455,1-URGENT
3508483,1-URGENT
3508484,4-NOT SPECIFIED
3508485,5-LOW
3508486,5-LOW
3508512,4-NOT SPECIFIED
3508514,1-URGENT
3508515,3-MEDIUM
3508517,2-HIGH
3508519,5-LOW
3508544,5-LOW
3508545,1-URGENT
3508547,4-NOT SPECIFIED
3508548,2-HIGH
3508551,4-NOT SPECIFIED
3508578,1-URGENT
3508579,1-URGENT
3508608,2-HIGH
3508609,3-MEDIUM
3508610,3-MEDIUM
3508612,1-URGENT
3508614,1-URGENT
3508615,5-LOW
3508640,2-HIGH
3508641,3-MEDIUM
3508643,2-HIGH
3508645,4-NOT SPECIFIED
3508646,2-HIGH
3508647,2-HIGH
3508672,1-URGENT
3508673,2-HIGH
3508674,4-NOT SPECIFIED
3508675,5-LOW
3508676,3-MEDIUM
3508677,5-LOW
3508706,3-MEDIUM
3508707,3-MEDIUM
3508708,2-HIGH
3508709,1-URGENT
3508710,4-NOT SPECIFIED
3508711,5-LOW
3508736,1-URGENT
3508737,1-URGENT
3508741,2-HIGH
3508743,1-URGENT
3508768,1-URGENT
3508771,1-URGENT
3508772,1-URGENT
3508773,1-URGENT
3508774,1-URGENT
3508775,3-MEDIUM
3508800,3-MEDIUM
3508801,3-MEDIUM
3508807,4-NOT SPECIFIED
3508833,3-MEDIUM
3508834,5-LOW
3508835,2-HIGH
3508836,1-URGENT
3508838,1-URGENT
3508864,1-URGENT
3508865,5-LOW
3508871,2-HIGH
3508896,1-URGENT
3508897,5-LOW
3508899,4-NOT SPECIFIED
3508900,1-URGENT
3508928,5-LOW
3508931,4-NOT SPECIFIED
3508932,5-LOW
3508933,2-HIGH
3508934,1-URGENT
3508960,5-LOW
3508962,1-URGENT
3508963,5-LOW
3508965,1-URGENT
3508967,2-HIGH
3508992,1-URGENT
3508993,4-NOT SPECIFIED
3508996,2-HIGH
3508997,5-LOW
3508999,5-LOW
3509025,1-URGENT
3509027,4-NOT SPECIFIED
3509028,2-HIGH
3509029,2-HIGH
3509030,1-URGENT
3509031,1-URGENT
3509056,1-URGENT
3509057,2-HIGH
3509059,2-HIGH
3509060,5-LOW
3509061,5-LOW
3509062,2-HIGH
3509063,1-URGENT
3509089,4-NOT SPECIFIED
3509091,2-HIGH
3509092,1-URGENT
3509093,2-HIGH
3509094,2-HIGH
3509095,4-NOT SPECIFIED
3509121,4-NOT SPECIFIED
3509123,1-URGENT
3509126,1-URGENT
3509127,4-NOT SPECIFIED
3509153,1-URGENT
3509154,1-URGENT
3509156,5-LOW
3509157,1-URGENT
3509159,4-NOT SPECIFIED
3509184,4-NOT SPECIFIED
3509185,3-MEDIUM
3509187,5-LOW
3509190,1-URGENT
3509191,4-NOT SPECIFIED
3509216,1-URGENT
3509217,3-MEDIUM
3509220,1-URGENT
3509221,5-LOW
3509223,5-LOW
3509248,1-URGENT
3509249,2-HIGH
3509250,3-MEDIUM
3509251,3-MEDIUM
3509254,4-NOT SPECIFIED
3509280,1-URGENT
3509281,4-NOT SPECIFIED
3509285,3-MEDIUM
3509286,2-HIGH
3509287,3-MEDIUM
3509313,1-URGENT
3509314,4-NOT SPECIFIED
3509315,2-HIGH
3509319,5-LOW
3509344,2-HIGH
3509345,1-URGENT
3509346,2-HIGH
3509348,4-NOT SPECIFIED
3509349,3-MEDIUM
3509350,2-HIGH
3509351,1-URGENT
3509377,5-LOW
3509380,1-URGENT
3509381,1-URGENT
3509383,1-URGENT
3509408,1-URGENT
3509409,2-HIGH
3509410,2-HIGH
3509412,4-NOT SPECIFIED
3509413,1-URGENT
3509414,1-URGENT
3509441,3-MEDIUM
3509442,3-MEDIUM
3509445,5-LOW
3509446,4-NOT SPECIFIED
3509472,4-NOT SPECIFIED
3509473,2-HIGH
3509479,5-LOW
3509504,4-NOT SPECIFIED
3509505,4-NOT SPECIFIED
3509506,2-HIGH
3509507,4-NOT SPECIFIED
3509508,2-HIGH
3509536,1-URGENT
3509537,5-LOW
3509540,4-NOT SPECIFIED
3509542,4-NOT SPECIFIED
3509543,1-URGENT
3509568,1-URGENT
3509569,1-URGENT
3509571,4-NOT SPECIFIED
3509572,1-URGENT
3509575,3-MEDIUM
3509602,2-HIGH
3509604,1-URGENT
3509607,1-URGENT
3509632,2-HIGH
3509634,1-URGENT
3509635,5-LOW
3509636,1-URGENT
3509637,2-HIGH
3509638,1-URGENT
3509639,5-LOW
3509664,3-MEDIUM
3509665,1-URGENT
3509666,3-MEDIUM
3509669,1-URGENT
3509671,1-URGENT
3509698,1-URGENT
3509699,2-HIGH
3509700,1-URGENT
3509702,2-HIGH
3509703,1-URGENT
3509731,4-NOT SPECIFIED
3509734,1-URGENT
3509735,4-NOT SPECIFIED
3509760,3-MEDIUM
3509761,4-NOT SPECIFIED
3509766,5-LOW
3509792,3-MEDIUM
3509793,4-NOT SPECIFIED
3509794,1-URGENT
3509796,1-URGENT
3509824,1-URGENT
3509831,2-HIGH
3509856,2-HIGH
3509857,5-LOW
3509862,3-MEDIUM
3509863,1-URGENT
3509888,2-HIGH
3509889,5-LOW
3509890,1-URGENT
3509893,1-URGENT
3509894,5-LOW
3509895,4-NOT SPECIFIED
3509920,1-URGENT
3509921,1-URGENT
3509924,4-NOT SPECIFIED
3509925,1-URGENT
3509952,4-NOT SPECIFIED
3509953,5-LOW
3509954,1-URGENT
3509955,1-URGENT
3509958,1-URGENT
3509985,1-URGENT
3509986,5-LOW
3509987,3-MEDIUM
3509990,1-URGENT
3510018,4-NOT SPECIFIED
3510019,1-URGENT
3510021,4-NOT SPECIFIED
3510022,2-HIGH
3510049,5-LOW
3510050,2-HIGH
3510051,1-URGENT
3510052,3-MEDIUM
3510055,2-HIGH
3510081,1-URGENT
3510082,1-URGENT
3510083,2-HIGH
3510084,1-URGENT
3510112,5-LOW
3510113,3-MEDIUM
3510114,3-MEDIUM
3510115,3-MEDIUM
3510116,3-MEDIUM
3510117,2-HIGH
3510118,1-URGENT
3510119,1-URGENT
3510144,4-NOT SPECIFIED
3510145,5-LOW
3510146,1-URGENT
3510147,5-LOW
3510149,5-LOW
3510150,2-HIGH
3510151,1-URGENT
3510177,1-URGENT
3510179,3-MEDIUM
3510181,4-NOT SPECIFIED
3510182,4-NOT SPECIFIED
3510209,4-NOT SPECIFIED
3510210,2-HIGH
3510211,4-NOT SPECIFIED
3510213,5-LOW
3510214,5-LOW
3510215,5-LOW
3510240,4-NOT SPECIFIED
3510241,1-URGENT
3510242,2-HIGH
3510244,3-MEDIUM
3510245,5-LOW
3510247,5-LOW
3510272,5-LOW
3510273,1-URGENT
3510274,1-URGENT
3510277,3-MEDIUM
3510304,4-NOT SPECIFIED
3510307,1-URGENT
3510308,4-NOT SPECIFIED
3510311,1-URGENT
3510337,3-MEDIUM
3510338,4-NOT SPECIFIED
3510339,2-HIGH
3510342,3-MEDIUM
3510368,5-LOW
3510370,1-URGENT
3510373,4-NOT SPECIFIED
3510374,4-NOT SPECIFIED
3510401,3-MEDIUM
3510402,5-LOW
3510403,4-NOT SPECIFIED
3510406,4-NOT SPECIFIED
3510433,1-URGENT
3510435,4-NOT SPECIFIED
3510436,1-URGENT
3510437,1-URGENT
3510464,5-LOW
3510465,2-HIGH
3510467,3-MEDIUM
3510468,1-URGENT
3510470,1-URGENT
3510496,1-URGENT
3510498,5-LOW
3510499,5-LOW
3510500,3-MEDIUM
3510501,1-URGENT
3510503,1-URGENT
3510528,1-URGENT
3510529,4-NOT SPECIFIED
3510530,5-LOW
3510531,3-MEDIUM
3510532,1-URGENT
3510533,5-LOW
3510560,3-MEDIUM
3510564,1-URGENT
3510567,1-URGENT
3510592,3-MEDIUM
3510593,2-HIGH
3510595,3-MEDIUM
3510597,2-HIGH
3510598,3-MEDIUM
3510624,4-NOT SPECIFIED
3510626,2-HIGH
3510627,1-URGENT
3510628,3-MEDIUM
3510656,5-LOW
3510659,4-NOT SPECIFIED
3510662,2-HIGH
3510688,3-MEDIUM
3510689,1-URGENT
3510691,5-LOW
3510692,4-NOT SPECIFIED
3510695,5-LOW
3510720,1-URGENT
3510721,4-NOT SPECIFIED
3510722,1-URGENT
3510723,2-HIGH
3510724,4-NOT SPECIFIED
3510725,4-NOT SPECIFIED
3510727,1-URGENT
3510752,3-MEDIUM
3510758,1-URGENT
3510759,2-HIGH
3510785,3-MEDIUM
3510788,1-URGENT
3510789,1-URGENT
3510790,5-LOW
3510791,5-LOW
3510816,1-URGENT
3510817,1-URGENT
3510819,5-LOW
3510822,4-NOT SPECIFIED
3510849,1-URGENT
3510852,5-LOW
3510854,5-LOW
3510855,5-LOW
3510880,1-URGENT
3510882,5-LOW
3510885,1-URGENT
3510886,4-NOT SPECIFIED
3510914,2-HIGH
3510915,1-URGENT
3510916,1-URGENT
3510919,3-MEDIUM
3510944,1-URGENT
3510945,1-URGENT
3510946,1-URGENT
3510949,4-NOT SPECIFIED
3510950,3-MEDIUM
3510951,3-MEDIUM
3510977,1-URGENT
3510979,5-LOW
3511008,3-MEDIUM
3511009,2-HIGH
3511010,1-URGENT
3511011,4-NOT SPECIFIED
3511012,3-MEDIUM
3511014,1-URGENT
3511015,1-URGENT
3511040,5-LOW
3511043,5-LOW
3511044,3-MEDIUM
3511045,1-URGENT
3511046,1-URGENT
3511047,1-URGENT
3511073,1-URGENT
3511074,1-URGENT
3511075,1-URGENT
3511076,5-LOW
3511078,1-URGENT
3511079,2-HIGH
3511105,1-URGENT
3511106,2-HIGH
3511107,3-MEDIUM
3511108,3-MEDIUM
3511139,1-URGENT
3511142,4-NOT SPECIFIED
3511169,4-NOT SPECIFIED
3511174,1-URGENT
3511175,4-NOT SPECIFIED
3511201,2-HIGH
3511202,3-MEDIUM
3511203,4-NOT SPECIFIED
3511205,4-NOT SPECIFIED
3511206,1-URGENT
3511207,4-NOT SPECIFIED
3511232,4-NOT SPECIFIED
3511235,4-NOT SPECIFIED
3511237,1-URGENT
3511266,1-URGENT
3511268,1-URGENT
3511301,4-NOT SPECIFIED
3511329,2-HIGH
3511332,5-LOW
3511335,1-URGENT
3511360,1-URGENT
3511364,2-HIGH
3511392,5-LOW
3511394,4-NOT SPECIFIED
3511395,5-LOW
3511396,3-MEDIUM
3511398,1-URGENT
3511399,1-URGENT
3511425,1-URGENT
3511426,2-HIGH
3511427,3-MEDIUM
3511431,2-HIGH
3511456,3-MEDIUM
3511457,1-URGENT
3511460,3-MEDIUM
3511461,2-HIGH
3511462,2-HIGH
3511463,1-URGENT
3511489,1-URGENT
3511491,4-NOT SPECIFIED
3511492,3-MEDIUM
3511495,5-LOW
3511520,2-HIGH
3511521,1-URGENT
3511522,4-NOT SPECIFIED
3511525,3-MEDIUM
3511526,3-MEDIUM
3511552,2-HIGH
3511553,5-LOW
3511557,1-URGENT
3511559,4-NOT SPECIFIED
3511585,2-HIGH
3511587,5-LOW
3511588,1-URGENT
3511589,4-NOT SPECIFIED
3511590,2-HIGH
3511616,5-LOW
3511617,3-MEDIUM
3511620,5-LOW
3511621,2-HIGH
3511623,1-URGENT
3511648,2-HIGH
3511649,1-URGENT
3511650,1-URGENT
3511651,3-MEDIUM
3511653,4-NOT SPECIFIED
3511655,4-NOT SPECIFIED
3511681,1-URGENT
3511682,1-URGENT
3511683,1-URGENT
3511684,2-HIGH
3511685,5-LOW
3511686,3-MEDIUM
3511687,2-HIGH
3511712,3-MEDIUM
3511713,2-HIGH
3511714,3-MEDIUM
3511719,4-NOT SPECIFIED
3511746,5-LOW
3511747,1-URGENT
3511748,1-URGENT
3511750,4-NOT SPECIFIED
3511751,5-LOW
3511776,4-NOT SPECIFIED
3511779,5-LOW
3511780,5-LOW
3511782,3-MEDIUM
3511783,1-URGENT
3511809,3-MEDIUM
3511812,4-NOT SPECIFIED
3511814,4-NOT SPECIFIED
3511840,1-URGENT
3511841,3-MEDIUM
3511843,4-NOT SPECIFIED
3511845,4-NOT SPECIFIED
3511846,2-HIGH
3511847,1-URGENT
3511872,2-HIGH
3511873,5-LOW
3511874,2-HIGH
3511878,2-HIGH
3511904,4-NOT SPECIFIED
3511905,5-LOW
3511907,2-HIGH
3511908,5-LOW
3511909,2-HIGH
3511937,1-URGENT
3511938,1-URGENT
3511940,4-NOT SPECIFIED
3511943,2-HIGH
3511968,4-NOT SPECIFIED
3511969,2-HIGH
3511970,5-LOW
3511971,2-HIGH
3511972,1-URGENT
3511975,5-LOW
3512000,3-MEDIUM
3512001,5-LOW
3512002,1-URGENT
3512003,5-LOW
3512005,1-URGENT
3512033,4-NOT SPECIFIED
3512034,1-URGENT
3512064,5-LOW
3512066,1-URGENT
3512067,2-HIGH
3512069,5-LOW
3512070,3-MEDIUM
3512097,1-URGENT
3512098,1-URGENT
3512100,5-LOW
3512102,3-MEDIUM
3512128,1-URGENT
3512130,2-HIGH
3512131,4-NOT SPECIFIED
3512132,4-NOT SPECIFIED
3512134,5-LOW
3512135,3-MEDIUM
3512161,2-HIGH
3512163,1-URGENT
3512164,2-HIGH
3512165,1-URGENT
3512166,2-HIGH
3512192,1-URGENT
3512197,4-NOT SPECIFIED
3512199,5-LOW
3512224,4-NOT SPECIFIED
3512226,4-NOT SPECIFIED
3512228,4-NOT SPECIFIED
3512229,1-URGENT
3512230,3-MEDIUM
3512257,4-NOT SPECIFIED
3512258,3-MEDIUM
3512259,1-URGENT
3512261,4-NOT SPECIFIED
3512262,1-URGENT
3512263,3-MEDIUM
3512289,5-LOW
3512290,4-NOT SPECIFIED
3512292,1-URGENT
3512295,4-NOT SPECIFIED
3512320,1-URGENT
3512321,1-URGENT
3512322,5-LOW
3512323,3-MEDIUM
3512326,2-HIGH
3512327,5-LOW
3512352,4-NOT SPECIFIED
3512354,4-NOT SPECIFIED
3512355,1-URGENT
3512356,1-URGENT
3512358,4-NOT SPECIFIED
3512386,4-NOT SPECIFIED
3512387,4-NOT SPECIFIED
3512388,2-HIGH
3512389,4-NOT SPECIFIED
3512390,1-URGENT
3512391,1-URGENT
3512419,3-MEDIUM
3512420,5-LOW
3512421,1-URGENT
3512422,1-URGENT
3512423,5-LOW
3512448,3-MEDIUM
3512449,1-URGENT
3512450,1-URGENT
3512451,3-MEDIUM
3512453,1-URGENT
3512455,1-URGENT
3512480,1-URGENT
3512481,2-HIGH
3512482,2-HIGH
3512483,3-MEDIUM
3512487,1-URGENT
3512512,3-MEDIUM
3512515,4-NOT SPECIFIED
3512517,1-URGENT
3512518,5-LOW
3512519,1-URGENT
3512544,3-MEDIUM
3512545,4-NOT SPECIFIED
3512547,4-NOT SPECIFIED
3512548,5-LOW
3512549,1-URGENT
3512550,3-MEDIUM
3512551,5-LOW
3512578,1-URGENT
3512581,3-MEDIUM
3512582,1-URGENT
3512583,3-MEDIUM
3512608,2-HIGH
3512609,1-URGENT
3512610,3-MEDIUM
3512612,2-HIGH
